group,genome_bp,cds
MHQ WGS (N=3164),7143389.72,6300.13
MHQ WGS (N=3164),5353093.18,4042.33
MHQ WGS (N=3164),1837774.48,1761.47
MHQ WGS (N=3164),4193531.26,3490.15
MHQ WGS (N=3164),3392267.42,2882.38
MHQ WGS (N=3164),9121746.83,9317.04
MHQ WGS (N=3164),4385015.83,4220.94
MHQ WGS (N=3164),9466485.05,10237.8
MHQ WGS (N=3164),2127219.01,1793.56
MHQ WGS (N=3164),4508500.05,5028.9
MHQ WGS (N=3164),3554397.88,2349.99
MHQ WGS (N=3164),5647086.89,5411.02
MHQ WGS (N=3164),3141894.25,3179.99
MHQ WGS (N=3164),3518077.9,3199.14
MHQ WGS (N=3164),5608576.98,5667.24
MHQ WGS (N=3164),4806754.7,4251.23
MHQ WGS (N=3164),6731157.63,6634.63
MHQ WGS (N=3164),2639793.81,2913.3
MHQ WGS (N=3164),3986156.08,3100.84
MHQ WGS (N=3164),5806874.5,6229.22
MHQ WGS (N=3164),4569421.03,3730.51
MHQ WGS (N=3164),2832189.96,2521.53
MHQ WGS (N=3164),4922381.61,5098.13
MHQ WGS (N=3164),3695960.47,3482.94
MHQ WGS (N=3164),3489153.17,3898.03
MHQ WGS (N=3164),2067549.21,2049.92
MHQ WGS (N=3164),3833219.48,4335.44
MHQ WGS (N=3164),4958452.94,3915.54
MHQ WGS (N=3164),4921054.21,3828.8
MHQ WGS (N=3164),3548982.39,3673.85
MHQ WGS (N=3164),3831323.92,3682.93
MHQ WGS (N=3164),3773834.28,4184.38
MHQ WGS (N=3164),4741011.6,3979.64
MHQ WGS (N=3164),3644293.25,3806.71
MHQ WGS (N=3164),3465913.96,3010.85
MHQ WGS (N=3164),3856254.79,3552.69
MHQ WGS (N=3164),10142829.93,6741.74
MHQ WGS (N=3164),4217977.5,4144.39
MHQ WGS (N=3164),2836311.46,3032.99
MHQ WGS (N=3164),8769679.46,8473.79
MHQ WGS (N=3164),6305013.34,5227.62
MHQ WGS (N=3164),4470305.08,3615.39
MHQ WGS (N=3164),2414416.97,2257.9
MHQ WGS (N=3164),5291170.49,4105.97
MHQ WGS (N=3164),3302428.53,2678.97
MHQ WGS (N=3164),2475134.67,2828.5
MHQ WGS (N=3164),5378975.81,5643.82
MHQ WGS (N=3164),3266548.4,2425.03
MHQ WGS (N=3164),3962634.78,4117.29
MHQ WGS (N=3164),7240342.28,6977.02
MHQ WGS (N=3164),3974990.65,3658.55
MHQ WGS (N=3164),4025228.12,3017.47
MHQ WGS (N=3164),3715198.24,3102.82
MHQ WGS (N=3164),3574795.22,4415.4
MHQ WGS (N=3164),4236130.6,4227.05
MHQ WGS (N=3164),4030472.12,3681.94
MHQ WGS (N=3164),3610627.41,3664.27
MHQ WGS (N=3164),4327273.12,5990.15
MHQ WGS (N=3164),7255608.59,7830.97
MHQ WGS (N=3164),3728099.81,3116.47
MHQ WGS (N=3164),2988503.03,2117.53
MHQ WGS (N=3164),4780545.04,4791.33
MHQ WGS (N=3164),2989810.57,3164.24
MHQ WGS (N=3164),6863476.53,6868.36
MHQ WGS (N=3164),3888892.57,3714.96
MHQ WGS (N=3164),5475318.52,5361.59
MHQ WGS (N=3164),3477601.45,2636.19
MHQ WGS (N=3164),3794328.04,3980.66
MHQ WGS (N=3164),3526365.53,3178.7
MHQ WGS (N=3164),4191180.93,5175.61
MHQ WGS (N=3164),5953667.0,5419.56
MHQ WGS (N=3164),1996477.17,1698.14
MHQ WGS (N=3164),6389827.44,6779.61
MHQ WGS (N=3164),2881161.85,2346.73
MHQ WGS (N=3164),4602445.27,4379.87
MHQ WGS (N=3164),5853376.52,4778.68
MHQ WGS (N=3164),5545664.57,5255.09
MHQ WGS (N=3164),6403227.25,5115.92
MHQ WGS (N=3164),4311210.5,4173.54
MHQ WGS (N=3164),11156874.41,9855.77
MHQ WGS (N=3164),9757079.81,9190.97
MHQ WGS (N=3164),3857485.34,3321.4
MHQ WGS (N=3164),7434431.8,4739.7
MHQ WGS (N=3164),3444462.06,2324.34
MHQ WGS (N=3164),3852125.69,3503.79
MHQ WGS (N=3164),4132346.48,3994.88
MHQ WGS (N=3164),3014142.18,2764.44
MHQ WGS (N=3164),9388259.63,7417.89
MHQ WGS (N=3164),1943000.52,2204.99
MHQ WGS (N=3164),4834033.0,4617.94
MHQ WGS (N=3164),2573645.79,2977.2
MHQ WGS (N=3164),3719743.29,2892.96
MHQ WGS (N=3164),3425135.97,2952.51
MHQ WGS (N=3164),2622292.13,3516.32
MHQ WGS (N=3164),5317944.91,6002.98
MHQ WGS (N=3164),3979666.11,3936.53
MHQ WGS (N=3164),2302047.01,2200.35
MHQ WGS (N=3164),10791203.44,10291.42
MHQ WGS (N=3164),4227251.57,4103.96
MHQ WGS (N=3164),4729522.63,4712.52
MHQ WGS (N=3164),3192281.42,2715.61
MHQ WGS (N=3164),3994311.84,4664.71
MHQ WGS (N=3164),2643329.13,2007.9
MHQ WGS (N=3164),4444104.17,5478.22
MHQ WGS (N=3164),4452981.39,3311.21
MHQ WGS (N=3164),2452569.14,2502.21
MHQ WGS (N=3164),5058224.73,4540.61
MHQ WGS (N=3164),4063084.74,3860.24
MHQ WGS (N=3164),4599874.58,4079.68
MHQ WGS (N=3164),4995430.07,5249.71
MHQ WGS (N=3164),5579031.24,5726.21
MHQ WGS (N=3164),3221859.9,2818.36
MHQ WGS (N=3164),4525839.68,3797.79
MHQ WGS (N=3164),2495018.34,2279.61
MHQ WGS (N=3164),3232178.82,4729.07
MHQ WGS (N=3164),7873719.71,7671.72
MHQ WGS (N=3164),1488014.14,1198.2
MHQ WGS (N=3164),4473965.89,4861.32
MHQ WGS (N=3164),5792980.93,5506.19
MHQ WGS (N=3164),4860094.03,4677.64
MHQ WGS (N=3164),4573909.56,4706.76
MHQ WGS (N=3164),2891091.85,3084.16
MHQ WGS (N=3164),2437910.44,2097.72
MHQ WGS (N=3164),2514325.68,2470.97
MHQ WGS (N=3164),1916173.91,2127.73
MHQ WGS (N=3164),3199382.3,4128.84
MHQ WGS (N=3164),3618189.58,2996.89
MHQ WGS (N=3164),3577389.73,3505.47
MHQ WGS (N=3164),3603908.19,3673.16
MHQ WGS (N=3164),3748055.51,4297.91
MHQ WGS (N=3164),6775020.19,6316.61
MHQ WGS (N=3164),3413897.19,3111.54
MHQ WGS (N=3164),3606447.51,3269.94
MHQ WGS (N=3164),3142842.6,2716.5
MHQ WGS (N=3164),3106918.37,3058.34
MHQ WGS (N=3164),4376686.79,4293.67
MHQ WGS (N=3164),5123092.72,5267.88
MHQ WGS (N=3164),5490655.06,5608.35
MHQ WGS (N=3164),2814297.16,2835.65
MHQ WGS (N=3164),3757846.73,2656.19
MHQ WGS (N=3164),4957824.51,5032.73
MHQ WGS (N=3164),4406599.95,4147.29
MHQ WGS (N=3164),3674400.79,3093.81
MHQ WGS (N=3164),3185197.33,4066.72
MHQ WGS (N=3164),2197650.84,1569.12
MHQ WGS (N=3164),2274318.99,2108.38
MHQ WGS (N=3164),5099832.32,3773.69
MHQ WGS (N=3164),2583927.37,2359.59
MHQ WGS (N=3164),5603086.49,5605.56
MHQ WGS (N=3164),4546565.48,4577.56
MHQ WGS (N=3164),2754891.98,2060.39
MHQ WGS (N=3164),4613190.69,4569.47
MHQ WGS (N=3164),2460107.66,2560.12
MHQ WGS (N=3164),4431025.54,5283.68
MHQ WGS (N=3164),3495083.3,3635.77
MHQ WGS (N=3164),6032455.56,5745.76
MHQ WGS (N=3164),3008810.42,3241.13
MHQ WGS (N=3164),3710803.39,3313.25
MHQ WGS (N=3164),5414986.98,4584.41
MHQ WGS (N=3164),4551381.14,5139.45
MHQ WGS (N=3164),3149420.3,2930.21
MHQ WGS (N=3164),2300729.64,2467.35
MHQ WGS (N=3164),2894687.72,2464.82
MHQ WGS (N=3164),6660067.76,7058.97
MHQ WGS (N=3164),2738019.96,3398.7
MHQ WGS (N=3164),4813028.1,5579.74
MHQ WGS (N=3164),3676837.0,3633.13
MHQ WGS (N=3164),3742831.88,3781.88
MHQ WGS (N=3164),4721984.83,3816.89
MHQ WGS (N=3164),2607176.38,2474.18
MHQ WGS (N=3164),2772553.36,2589.48
MHQ WGS (N=3164),2139182.71,2260.29
MHQ WGS (N=3164),2801594.05,2213.51
MHQ WGS (N=3164),6592783.74,5958.77
MHQ WGS (N=3164),4520278.1,4061.33
MHQ WGS (N=3164),8136265.33,9806.37
MHQ WGS (N=3164),2259408.13,2297.09
MHQ WGS (N=3164),4010616.28,3518.83
MHQ WGS (N=3164),4233980.68,4427.37
MHQ WGS (N=3164),4482916.26,4272.39
MHQ WGS (N=3164),4308617.96,4155.9
MHQ WGS (N=3164),4657107.5,5311.53
MHQ WGS (N=3164),3642480.03,3828.83
MHQ WGS (N=3164),10285435.49,9316.57
MHQ WGS (N=3164),3618075.93,2927.92
MHQ WGS (N=3164),3962955.66,3654.22
MHQ WGS (N=3164),5118440.73,5452.0
MHQ WGS (N=3164),6061346.46,6669.6
MHQ WGS (N=3164),2378499.72,2106.74
MHQ WGS (N=3164),6124517.33,6306.33
MHQ WGS (N=3164),4135745.07,4040.92
MHQ WGS (N=3164),3289611.09,2966.71
MHQ WGS (N=3164),3128205.87,3008.6
MHQ WGS (N=3164),3395398.99,3244.5
MHQ WGS (N=3164),5246330.66,5503.74
MHQ WGS (N=3164),4922121.45,3794.5
MHQ WGS (N=3164),8874287.66,9008.16
MHQ WGS (N=3164),3312669.54,5003.29
MHQ WGS (N=3164),4766201.19,3866.84
MHQ WGS (N=3164),2199067.41,1611.13
MHQ WGS (N=3164),4784061.59,5756.36
MHQ WGS (N=3164),2288768.93,1988.2
MHQ WGS (N=3164),4130406.31,4101.6
MHQ WGS (N=3164),7592442.47,7540.8
MHQ WGS (N=3164),4388502.97,3723.78
MHQ WGS (N=3164),4006300.03,4047.6
MHQ WGS (N=3164),2575482.6,2579.67
MHQ WGS (N=3164),4900788.85,4579.08
MHQ WGS (N=3164),7118984.62,6776.7
MHQ WGS (N=3164),2398683.08,1948.34
MHQ WGS (N=3164),3739146.55,2912.2
MHQ WGS (N=3164),4490462.91,4537.08
MHQ WGS (N=3164),3662211.36,3506.98
MHQ WGS (N=3164),3720153.6,2897.19
MHQ WGS (N=3164),3116273.65,2700.04
MHQ WGS (N=3164),3212924.14,2608.48
MHQ WGS (N=3164),1503528.56,1472.43
MHQ WGS (N=3164),12164829.45,13068.57
MHQ WGS (N=3164),3859995.61,3197.1
MHQ WGS (N=3164),2473859.65,2591.15
MHQ WGS (N=3164),2916644.9,2221.4
MHQ WGS (N=3164),5526695.15,5023.24
MHQ WGS (N=3164),4529777.5,4942.37
MHQ WGS (N=3164),5243468.06,4400.19
MHQ WGS (N=3164),4959354.18,4737.96
MHQ WGS (N=3164),3104910.5,2298.81
MHQ WGS (N=3164),3814749.33,3919.59
MHQ WGS (N=3164),3428422.73,3620.14
MHQ WGS (N=3164),2559009.01,2442.2
MHQ WGS (N=3164),2687289.09,2738.34
MHQ WGS (N=3164),6286576.86,5910.32
MHQ WGS (N=3164),4127281.6,3564.79
MHQ WGS (N=3164),5747620.11,5636.93
MHQ WGS (N=3164),2962928.41,2629.47
MHQ WGS (N=3164),4419557.94,3652.76
MHQ WGS (N=3164),2990252.26,3416.8
MHQ WGS (N=3164),4124404.73,4342.69
MHQ WGS (N=3164),5944009.08,6220.38
MHQ WGS (N=3164),3654136.33,4230.71
MHQ WGS (N=3164),6165334.67,5514.28
MHQ WGS (N=3164),3733776.0,3315.05
MHQ WGS (N=3164),4708632.17,3681.79
MHQ WGS (N=3164),3050546.1,2824.94
MHQ WGS (N=3164),10238813.68,7975.84
MHQ WGS (N=3164),3305050.29,2663.07
MHQ WGS (N=3164),5010465.99,5619.05
MHQ WGS (N=3164),3136739.91,3120.36
MHQ WGS (N=3164),6768618.94,6138.67
MHQ WGS (N=3164),4704455.81,4358.99
MHQ WGS (N=3164),2961428.11,2984.67
MHQ WGS (N=3164),2957549.43,2636.64
MHQ WGS (N=3164),5192543.28,4442.65
MHQ WGS (N=3164),2709223.12,2717.91
MHQ WGS (N=3164),6886587.6,7232.3
MHQ WGS (N=3164),5216998.59,5018.1
MHQ WGS (N=3164),5579724.64,4830.37
MHQ WGS (N=3164),4157050.8,4041.24
MHQ WGS (N=3164),4572645.74,4645.38
MHQ WGS (N=3164),4926443.22,5411.78
MHQ WGS (N=3164),4184155.23,3171.82
MHQ WGS (N=3164),8244301.68,7356.15
MHQ WGS (N=3164),3769118.74,3382.85
MHQ WGS (N=3164),4122618.66,3984.05
MHQ WGS (N=3164),4325184.68,4199.39
MHQ WGS (N=3164),2683681.88,2312.61
MHQ WGS (N=3164),4031302.03,3724.44
MHQ WGS (N=3164),3223335.34,2937.15
MHQ WGS (N=3164),10477914.22,12880.0
MHQ WGS (N=3164),3211006.22,3141.56
MHQ WGS (N=3164),3744403.76,4082.25
MHQ WGS (N=3164),3105949.99,2912.82
MHQ WGS (N=3164),4283126.92,4203.84
MHQ WGS (N=3164),2324592.91,2182.18
MHQ WGS (N=3164),4281882.0,4077.7
MHQ WGS (N=3164),2640126.41,2346.47
MHQ WGS (N=3164),2968139.84,2347.33
MHQ WGS (N=3164),5186862.09,7285.02
MHQ WGS (N=3164),6010219.38,6335.53
MHQ WGS (N=3164),3233669.96,2605.6
MHQ WGS (N=3164),5496600.31,5334.22
MHQ WGS (N=3164),6769388.82,6214.89
MHQ WGS (N=3164),4685647.07,4831.03
MHQ WGS (N=3164),4235730.11,3844.39
MHQ WGS (N=3164),6282211.5,5267.93
MHQ WGS (N=3164),5524807.48,4368.22
MHQ WGS (N=3164),3033627.62,2599.55
MHQ WGS (N=3164),3161617.2,2826.9
MHQ WGS (N=3164),3408447.62,2995.35
MHQ WGS (N=3164),6449922.87,8168.47
MHQ WGS (N=3164),3608291.87,3548.67
MHQ WGS (N=3164),3027131.16,2948.88
MHQ WGS (N=3164),5612673.49,5630.98
MHQ WGS (N=3164),3058050.09,2566.92
MHQ WGS (N=3164),4340289.53,4508.6
MHQ WGS (N=3164),3095662.69,2673.39
MHQ WGS (N=3164),5367305.22,4069.51
MHQ WGS (N=3164),2943024.61,2211.45
MHQ WGS (N=3164),4345381.23,4091.14
MHQ WGS (N=3164),4713172.64,4860.41
MHQ WGS (N=3164),1988617.21,1844.28
MHQ WGS (N=3164),7513595.98,8195.39
MHQ WGS (N=3164),5855589.34,5470.94
MHQ WGS (N=3164),3620393.47,3360.55
MHQ WGS (N=3164),2498413.34,2859.54
MHQ WGS (N=3164),4372780.11,4146.35
MHQ WGS (N=3164),3770846.38,3251.99
MHQ WGS (N=3164),4217655.09,4046.65
MHQ WGS (N=3164),1870038.26,1851.57
MHQ WGS (N=3164),7694013.88,6963.75
MHQ WGS (N=3164),6492795.96,5390.92
MHQ WGS (N=3164),6671296.59,5374.52
MHQ WGS (N=3164),3056454.29,2800.42
MHQ WGS (N=3164),4909251.38,4595.27
MHQ WGS (N=3164),4401969.59,4320.1
MHQ WGS (N=3164),3417274.9,4266.88
MHQ WGS (N=3164),4522507.15,3905.93
MHQ WGS (N=3164),3488060.66,3449.04
MHQ WGS (N=3164),4690981.22,4270.69
MHQ WGS (N=3164),5278332.29,6220.38
MHQ WGS (N=3164),4330619.38,3529.82
MHQ WGS (N=3164),2475019.69,2060.56
MHQ WGS (N=3164),4700358.73,4785.31
MHQ WGS (N=3164),2556078.14,2609.34
MHQ WGS (N=3164),4819568.55,3809.1
MHQ WGS (N=3164),6282641.98,5999.14
MHQ WGS (N=3164),4466470.48,3707.84
MHQ WGS (N=3164),4764128.76,5081.53
MHQ WGS (N=3164),2894243.53,3284.41
MHQ WGS (N=3164),3864119.46,3594.6
MHQ WGS (N=3164),4061186.56,3146.08
MHQ WGS (N=3164),4231864.53,4701.43
MHQ WGS (N=3164),5089493.14,4447.77
MHQ WGS (N=3164),7480765.46,7326.99
MHQ WGS (N=3164),2702133.6,2487.91
MHQ WGS (N=3164),4792746.34,5429.37
MHQ WGS (N=3164),2636988.74,2645.99
MHQ WGS (N=3164),3951177.86,2895.03
MHQ WGS (N=3164),8725323.9,8839.84
MHQ WGS (N=3164),6729075.93,8336.74
MHQ WGS (N=3164),4215743.95,4246.95
MHQ WGS (N=3164),3503747.01,3460.08
MHQ WGS (N=3164),3546890.88,2894.39
MHQ WGS (N=3164),3863414.98,4178.67
MHQ WGS (N=3164),3412306.28,3021.13
MHQ WGS (N=3164),5158852.52,4287.96
MHQ WGS (N=3164),6650503.05,7147.65
MHQ WGS (N=3164),6538729.88,4834.06
MHQ WGS (N=3164),4337622.8,4578.51
MHQ WGS (N=3164),5755922.05,5225.85
MHQ WGS (N=3164),3935922.51,4441.78
MHQ WGS (N=3164),4306648.44,4171.31
MHQ WGS (N=3164),6949667.21,7427.6
MHQ WGS (N=3164),3825278.1,3345.83
MHQ WGS (N=3164),4890415.92,4737.06
MHQ WGS (N=3164),2396887.81,1839.11
MHQ WGS (N=3164),2414305.66,2925.81
MHQ WGS (N=3164),2842962.42,2475.56
MHQ WGS (N=3164),2226630.8,2238.85
MHQ WGS (N=3164),3368541.65,4002.13
MHQ WGS (N=3164),3922716.58,3596.63
MHQ WGS (N=3164),3096616.32,3280.89
MHQ WGS (N=3164),3239493.06,3260.12
MHQ WGS (N=3164),1731030.28,1740.98
MHQ WGS (N=3164),2933938.33,2413.18
MHQ WGS (N=3164),6299260.8,7050.95
MHQ WGS (N=3164),4600297.82,5534.17
MHQ WGS (N=3164),6007938.49,5549.01
MHQ WGS (N=3164),7142210.16,8161.57
MHQ WGS (N=3164),2945366.72,3174.21
MHQ WGS (N=3164),3610983.13,2727.51
MHQ WGS (N=3164),4042527.83,4313.48
MHQ WGS (N=3164),3434444.44,3793.34
MHQ WGS (N=3164),2808277.16,3128.53
MHQ WGS (N=3164),3625008.87,3643.69
MHQ WGS (N=3164),3694707.48,3597.06
MHQ WGS (N=3164),2068687.49,1298.77
MHQ WGS (N=3164),1536374.94,1191.8
MHQ WGS (N=3164),4901488.99,4985.4
MHQ WGS (N=3164),6633438.4,6530.7
MHQ WGS (N=3164),1980084.7,2240.12
MHQ WGS (N=3164),3566746.11,3934.28
MHQ WGS (N=3164),5665564.39,6288.19
MHQ WGS (N=3164),6575652.4,4508.03
MHQ WGS (N=3164),1429554.35,1228.14
MHQ WGS (N=3164),5028074.91,4834.78
MHQ WGS (N=3164),5599601.12,6089.5
MHQ WGS (N=3164),3251532.98,3227.5
MHQ WGS (N=3164),3472478.99,3780.39
MHQ WGS (N=3164),3936813.44,3582.97
MHQ WGS (N=3164),2148272.07,1817.32
MHQ WGS (N=3164),8189467.37,7357.12
MHQ WGS (N=3164),4020471.65,4130.32
MHQ WGS (N=3164),3964950.56,3564.97
MHQ WGS (N=3164),8386518.52,7481.59
MHQ WGS (N=3164),5161334.44,4171.8
MHQ WGS (N=3164),3011775.82,3580.19
MHQ WGS (N=3164),3841305.3,2870.18
MHQ WGS (N=3164),7411065.27,7215.72
MHQ WGS (N=3164),6011635.27,5570.67
MHQ WGS (N=3164),4728324.75,3371.47
MHQ WGS (N=3164),2340800.39,2030.02
MHQ WGS (N=3164),3300969.95,2804.21
MHQ WGS (N=3164),3307957.43,3641.26
MHQ WGS (N=3164),4684925.68,3547.49
MHQ WGS (N=3164),4095249.29,4552.8
MHQ WGS (N=3164),2547866.24,2252.38
MHQ WGS (N=3164),5259855.47,4129.9
MHQ WGS (N=3164),2933082.4,2742.39
MHQ WGS (N=3164),3131171.49,3017.95
MHQ WGS (N=3164),4288173.07,5088.62
MHQ WGS (N=3164),3657842.41,3177.71
MHQ WGS (N=3164),1803635.61,1393.08
MHQ WGS (N=3164),3985216.74,5187.71
MHQ WGS (N=3164),4365717.0,3790.08
MHQ WGS (N=3164),2669295.69,2423.99
MHQ WGS (N=3164),8291273.26,8428.59
MHQ WGS (N=3164),2505028.75,2866.75
MHQ WGS (N=3164),2668107.64,2914.15
MHQ WGS (N=3164),9033979.82,9325.09
MHQ WGS (N=3164),5031442.29,4373.49
MHQ WGS (N=3164),5143773.73,5467.58
MHQ WGS (N=3164),5249512.69,4835.57
MHQ WGS (N=3164),3239716.02,3634.86
MHQ WGS (N=3164),2615231.23,2906.18
MHQ WGS (N=3164),2866974.51,2686.94
MHQ WGS (N=3164),4092878.16,4122.24
MHQ WGS (N=3164),2820067.15,2365.42
MHQ WGS (N=3164),3538040.53,2924.53
MHQ WGS (N=3164),1593832.75,1453.38
MHQ WGS (N=3164),3557395.12,3095.77
MHQ WGS (N=3164),2744739.38,2852.34
MHQ WGS (N=3164),4080198.25,3826.21
MHQ WGS (N=3164),4645719.47,5066.72
MHQ WGS (N=3164),2588249.25,2334.66
MHQ WGS (N=3164),4711669.22,4304.64
MHQ WGS (N=3164),1810284.66,1649.91
MHQ WGS (N=3164),3105125.12,3177.99
MHQ WGS (N=3164),1865399.7,2121.68
MHQ WGS (N=3164),4004065.23,3681.54
MHQ WGS (N=3164),4167100.7,3006.99
MHQ WGS (N=3164),7779012.47,7150.96
MHQ WGS (N=3164),2160041.63,2614.04
MHQ WGS (N=3164),4398899.95,3678.01
MHQ WGS (N=3164),4934309.3,6223.65
MHQ WGS (N=3164),2145236.43,2382.46
MHQ WGS (N=3164),3204117.53,3125.42
MHQ WGS (N=3164),2707610.45,2509.9
MHQ WGS (N=3164),3289414.97,3349.75
MHQ WGS (N=3164),3223903.71,3268.56
MHQ WGS (N=3164),3297003.54,3047.56
MHQ WGS (N=3164),3000572.48,2669.14
MHQ WGS (N=3164),4059258.47,4429.24
MHQ WGS (N=3164),5104557.85,4913.83
MHQ WGS (N=3164),4150670.46,3826.67
MHQ WGS (N=3164),6730487.5,7897.42
MHQ WGS (N=3164),4240372.52,3183.33
MHQ WGS (N=3164),3183361.28,2557.88
MHQ WGS (N=3164),4610019.29,5780.58
MHQ WGS (N=3164),2213431.28,2012.93
MHQ WGS (N=3164),5992223.98,5132.12
MHQ WGS (N=3164),5086480.54,6628.04
MHQ WGS (N=3164),3799227.08,3484.86
MHQ WGS (N=3164),4831278.66,5085.91
MHQ WGS (N=3164),2717423.72,2739.57
MHQ WGS (N=3164),2762645.32,2437.33
MHQ WGS (N=3164),8252484.15,7235.28
MHQ WGS (N=3164),3725293.1,4089.78
MHQ WGS (N=3164),9923393.38,10802.87
MHQ WGS (N=3164),2562170.13,2440.29
MHQ WGS (N=3164),2488522.66,2007.55
MHQ WGS (N=3164),2422514.45,1988.69
MHQ WGS (N=3164),1814707.83,1751.69
MHQ WGS (N=3164),4401571.51,3904.3
MHQ WGS (N=3164),5874689.9,5831.45
MHQ WGS (N=3164),4948020.74,4445.45
MHQ WGS (N=3164),4112975.81,5951.85
MHQ WGS (N=3164),4192212.59,4149.14
MHQ WGS (N=3164),3692926.72,3457.24
MHQ WGS (N=3164),2152838.2,2264.07
MHQ WGS (N=3164),4261388.4,4383.34
MHQ WGS (N=3164),3994358.63,3575.92
MHQ WGS (N=3164),3284769.37,2924.52
MHQ WGS (N=3164),5798251.17,5377.96
MHQ WGS (N=3164),3307297.92,3469.32
MHQ WGS (N=3164),4991077.15,5276.85
MHQ WGS (N=3164),2404006.74,2246.61
MHQ WGS (N=3164),3383025.08,3093.65
MHQ WGS (N=3164),4082483.62,3865.06
MHQ WGS (N=3164),3581493.52,3403.9
MHQ WGS (N=3164),1084970.84,983.46
MHQ WGS (N=3164),2268801.39,2900.24
MHQ WGS (N=3164),3076609.31,3804.62
MHQ WGS (N=3164),3781792.28,3103.46
MHQ WGS (N=3164),4925654.55,4969.77
MHQ WGS (N=3164),4503494.97,4458.32
MHQ WGS (N=3164),3007955.26,2603.57
MHQ WGS (N=3164),5367604.35,6217.79
MHQ WGS (N=3164),3801382.0,4959.99
MHQ WGS (N=3164),3148283.54,3173.64
MHQ WGS (N=3164),2577228.31,2209.8
MHQ WGS (N=3164),5351442.6,4649.54
MHQ WGS (N=3164),3222615.27,3251.44
MHQ WGS (N=3164),3774779.46,2702.69
MHQ WGS (N=3164),3120618.04,3324.79
MHQ WGS (N=3164),2392798.02,2284.48
MHQ WGS (N=3164),6736768.9,7503.55
MHQ WGS (N=3164),3268540.15,3176.97
MHQ WGS (N=3164),3063644.91,2697.35
MHQ WGS (N=3164),3496251.99,4222.26
MHQ WGS (N=3164),2590813.16,2243.1
MHQ WGS (N=3164),3591538.76,3122.89
MHQ WGS (N=3164),10827726.6,8426.88
MHQ WGS (N=3164),7222639.91,6176.24
MHQ WGS (N=3164),5507234.1,5833.0
MHQ WGS (N=3164),4959894.26,5463.6
MHQ WGS (N=3164),3152111.39,3179.68
MHQ WGS (N=3164),4414335.06,4528.48
MHQ WGS (N=3164),2535031.62,2598.13
MHQ WGS (N=3164),3522968.75,2745.03
MHQ WGS (N=3164),3841704.29,4460.91
MHQ WGS (N=3164),3536519.44,3440.41
MHQ WGS (N=3164),5912310.51,6118.23
MHQ WGS (N=3164),4455670.61,4049.7
MHQ WGS (N=3164),3711343.63,3382.04
MHQ WGS (N=3164),2352255.99,2317.2
MHQ WGS (N=3164),5924139.71,4394.96
MHQ WGS (N=3164),6317073.93,6096.69
MHQ WGS (N=3164),3389747.6,3175.26
MHQ WGS (N=3164),4181559.08,4573.04
MHQ WGS (N=3164),3617984.65,3881.01
MHQ WGS (N=3164),4533610.32,3816.99
MHQ WGS (N=3164),3317209.0,2742.4
MHQ WGS (N=3164),4663626.21,4272.57
MHQ WGS (N=3164),2681418.26,2753.33
MHQ WGS (N=3164),7820258.86,7394.75
MHQ WGS (N=3164),3859912.66,4008.82
MHQ WGS (N=3164),2720938.76,2002.95
MHQ WGS (N=3164),4247316.13,4109.78
MHQ WGS (N=3164),2526252.78,2691.62
MHQ WGS (N=3164),2473189.73,2294.23
MHQ WGS (N=3164),3334991.29,3021.61
MHQ WGS (N=3164),3213072.18,3049.46
MHQ WGS (N=3164),2688234.1,2413.25
MHQ WGS (N=3164),3752951.14,2871.48
MHQ WGS (N=3164),3825577.41,3414.14
MHQ WGS (N=3164),1483103.8,1511.13
MHQ WGS (N=3164),2643349.94,2260.27
MHQ WGS (N=3164),3304172.74,3781.07
MHQ WGS (N=3164),3956901.84,3562.04
MHQ WGS (N=3164),3070869.1,3292.97
MHQ WGS (N=3164),5290446.56,5338.07
MHQ WGS (N=3164),2814219.55,2890.6
MHQ WGS (N=3164),2089779.14,1738.8
MHQ WGS (N=3164),5471743.88,6729.05
MHQ WGS (N=3164),7039329.51,7254.55
MHQ WGS (N=3164),4850534.88,4402.87
MHQ WGS (N=3164),3194650.89,3247.99
MHQ WGS (N=3164),4330496.86,4355.44
MHQ WGS (N=3164),4676833.4,4401.26
MHQ WGS (N=3164),6257171.41,6997.3
MHQ WGS (N=3164),2219564.82,2701.96
MHQ WGS (N=3164),4310306.36,4374.34
MHQ WGS (N=3164),3919051.65,4684.33
MHQ WGS (N=3164),8784518.67,7291.17
MHQ WGS (N=3164),4347996.59,4599.03
MHQ WGS (N=3164),7572358.64,6109.59
MHQ WGS (N=3164),6050091.77,5159.14
MHQ WGS (N=3164),3113235.94,2587.13
MHQ WGS (N=3164),4192306.64,4363.61
MHQ WGS (N=3164),7704397.86,8582.86
MHQ WGS (N=3164),3848629.15,4543.81
MHQ WGS (N=3164),2302821.86,1535.98
MHQ WGS (N=3164),5618470.67,6450.17
MHQ WGS (N=3164),6430350.43,4929.73
MHQ WGS (N=3164),2789905.63,2425.13
MHQ WGS (N=3164),5082569.41,4895.25
MHQ WGS (N=3164),4347094.21,2646.85
MHQ WGS (N=3164),4273421.23,4952.72
MHQ WGS (N=3164),7537038.34,7176.14
MHQ WGS (N=3164),3088277.1,2748.54
MHQ WGS (N=3164),3310312.74,2961.19
MHQ WGS (N=3164),5462667.75,4660.0
